0250  ;TC České Budějovice - TC Pardubice a zpět;TC  České Budějovice;37019;TC České Budějovice;19:15;20:00;01.04.2025;31.12.2050
0250  ;TC České Budějovice - TC Pardubice a zpět;TC  České Budějovice;53020;TC Pardubice;23:10;0:00;01.04.2025;31.12.2050
0250  ;TC České Budějovice - TC Pardubice a zpět;TC  České Budějovice;37019;TC České Budějovice;3:10;3:30;01.04.2025;31.12.2050
0251  ;TC České Budějovice - TC Pardubice;TC  České Budějovice;37019;TC České Budějovice;20:15;21:00;01.04.2025;31.12.2050
0251  ;TC České Budějovice - TC Pardubice;TC  České Budějovice;53020;TC Pardubice;0:10;0:30;01.04.2025;31.12.2050
0260  ;TC České Budějovice- TC Brno- TC České Budějovice;TC  České Budějovice;37019;TC České Budějovice;19:35;20:00;01.04.2025;31.12.2050
0260  ;TC České Budějovice- TC Brno- TC České Budějovice;TC  České Budějovice;65502;TC Brno;23:15;0:15;01.04.2025;31.12.2050
0260  ;TC České Budějovice- TC Brno- TC České Budějovice;TC  České Budějovice;37019;TC České Budějovice;3:30;4:00;01.04.2025;31.12.2050
0261  ;TC České Budějovice - TC Brno;TC  České Budějovice;37019;TC České Budějovice;19:35;20:00;01.04.2025;31.12.2050
0261  ;TC České Budějovice - TC Brno;TC  České Budějovice;65502;TC Brno;23:15;0:15;01.04.2025;31.12.2050
0290  ;TC České Budějovice - TC Mošnov;TC  České Budějovice;37019;TC České Budějovice;19:30;20:00;01.04.2025;31.12.2050
0290  ;TC České Budějovice - TC Mošnov;TC  České Budějovice;74202;TC Mošnov;1:30;2:00;01.04.2025;31.12.2050
0291  ;TC České Budějovice - TC Mošnov;TC  České Budějovice;37019;TC České Budějovice;21:10;21:30;01.04.2025;31.12.2050
0291  ;TC České Budějovice - TC Mošnov;TC  České Budějovice;74202;TC Mošnov;3:00;3:30;01.04.2025;31.12.2050
0292  ;TC České Budějovice - TC Mošnov;TC  České Budějovice;37019;TC České Budějovice;18:30;19:00;01.04.2025;31.12.2050
0292  ;TC České Budějovice - TC Mošnov;TC  České Budějovice;74202;TC Mošnov;0:30;1:00;01.04.2025;31.12.2050
0299  ;TC České Budějovice - fiktivní kurs HPS;TC  České Budějovice;37019;TC České Budějovice;0:00;0:00;01.04.2025;31.12.2050
0299  ;TC České Budějovice - fiktivní kurs HPS;TC  České Budějovice;37019;TC České Budějovice;0:01;0:01;01.04.2025;31.12.2050
0301  ;Plzeň-Praha;TC Plzeň;30200;TC Plzeň;19:00;19:30;01.04.2025;31.12.2050
0301  ;Plzeň-Praha;TC Plzeň;22220;listovní třídírna Praha;21:20;21:50;01.04.2025;31.12.2050
0303  ;Plzeň-Praha-Plzeň;TC Plzeň;30200;TC Plzeň;18:20;18:40;01.04.2025;31.12.2050
0303  ;Plzeň-Praha-Plzeň;TC Plzeň;22220;listovní třídírna Praha;20:50;21:10;01.04.2025;31.12.2050
0303  ;Plzeň-Praha-Plzeň;TC Plzeň;22200;TC Praha SPU;21:15;22:15;01.04.2025;31.12.2050
0303  ;Plzeň-Praha-Plzeň;TC Plzeň;22220;listovní třídírna Praha;22:20;22:50;01.04.2025;31.12.2050
0303  ;Plzeň-Praha-Plzeň;TC Plzeň;30200;TC Plzeň;0:45;1:00;01.04.2025;31.12.2050
0304  ;Plzeň-Praha-Plzeň;TC Plzeň;30200;TC Plzeň;19:30;20:10;01.04.2025;31.12.2050
0304  ;Plzeň-Praha-Plzeň;TC Plzeň;22220;listovní třídírna Praha;23:15;23:30;01.04.2025;31.12.2050
0304  ;Plzeň-Praha-Plzeň;TC Plzeň;30200;TC Plzeň;1:20;1:50;01.04.2025;31.12.2050
0305  ;Plzeň-Praha-Plzeň;TC Plzeň;30200;TC Plzeň;21:40;22:20;01.04.2025;31.12.2050
0305  ;Plzeň-Praha-Plzeň;TC Plzeň;22220;listovní třídírna Praha;0:10;0:15;01.04.2025;31.12.2050
0305  ;Plzeň-Praha-Plzeň;TC Plzeň;30200;TC Plzeň;3:25;3:40;01.04.2025;31.12.2050
0306  ;Plzeň-Praha-Plzeň;TC Plzeň;30200;TC Plzeň;20:55;21:20;01.04.2025;31.12.2050
0306  ;Plzeň-Praha-Plzeň;TC Plzeň;22220;listovní třídírna Praha;23:10;23:20;01.04.2025;31.12.2050
0306  ;Plzeň-Praha-Plzeň;TC Plzeň;22220;listovní třídírna Praha;23:45;0:50;01.04.2025;31.12.2050
0306  ;Plzeň-Praha-Plzeň;TC Plzeň;30200;TC Plzeň;2:40;3:00;01.04.2025;31.12.2050
0307  ;Plzeň - Praha - Plzeň;TC Plzeň;30200;TC Plzeň;12:10;12:50;01.04.2025;31.12.2050
0307  ;Plzeň - Praha - Plzeň;TC Plzeň;30200;TC Plzeň;17:50;18:20;01.04.2025;31.12.2050
0316  ;Plzeň-Praha-Plzeň;TC Plzeň;30200;TC Plzeň;14:45;16:50;01.04.2025;31.12.2050
0316  ;Plzeň-Praha-Plzeň;TC Plzeň;30200;TC Plzeň;21:40;22:10;01.04.2025;31.12.2050
0318  ;Plzeň-Praha-Plzeň;TC Plzeň;30200;TC Plzeň;20:40;21:05;01.04.2025;31.12.2050
0318  ;Plzeň-Praha-Plzeň;TC Plzeň;30200;TC Plzeň;1:45;2:00;01.04.2025;31.12.2050
0319  ;Plzeň-Praha-Plzeň;TC Plzeň;30200;TC Plzeň;22:00;22:40;01.04.2025;31.12.2050
0319  ;Plzeň-Praha-Plzeň;TC Plzeň;30200;TC Plzeň;3:35;3:50;01.04.2025;31.12.2050
0320  ;Plzeň-Č.Budějovice-Plzeň;TC Plzeň;30200;TC Plzeň;21:00;22:00;01.04.2025;31.12.2050
